"EMPLOYMENT AND EMPLOYEES","Leave, volunteer firefighters firefighting for fire protection district, requirements","https://app.leg.wa.gov/billsummary?BillNumber=5384&Year=2021&Initiative=false","Substitute - SSB 5384","105 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Concerning volunteer firefighters.","Warnick, Short, Wilson, L.","No Requester"
"EMPLOYMENT AND EMPLOYEES","Liquor manufacturers/producers, production facilities of, allowing employees 18 to 20 years of age to work in","https://app.leg.wa.gov/billsummary?BillNumber=5479&Year=2021&Initiative=false","SB 5479","Labor, Comm &","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning workforce development in the beverage alcohol industry.","King","No Requester"
"EMPLOYMENT AND EMPLOYEES","Marijuana, employee screening test indicating, terminating or not hiring person due to, prohibiting","https://app.leg.wa.gov/billsummary?BillNumber=5517&Year=2021&Initiative=false","SB 5517","Labor, Comm &","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning employment of individuals who lawfully consume cannabis.","Keiser, Saldaña, Hasegawa, Mullet, Nguyen, Nobles, Pedersen, Randall, Stanford, Wilson, C., Wilson, J.","No Requester"
"EMPLOYMENT AND EMPLOYEES","Military spouses, employment of, assistance for and removal of barriers to","https://app.leg.wa.gov/billsummary?BillNumber=1592&Year=2021&Initiative=false","HB 1592","Rules C","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning military spouse employment.","Leavitt, Vick, Ryu, Corry, Caldier, MacEwen, Graham, Boehnke, Paul, Hoff, Orwall, Barkis, Eslick, Wicks, Bronoske, Callan, Dufault, Gilday, Peterson, Ramos, Rule, Simmons, Slatter, Bergquist, Griffey, Dolan, Donaghy, Riccelli, Ormsby, Chambers, Young","No Requester"
"EMPLOYMENT AND EMPLOYEES","Military spouses, employment of, termination of employment contract","https://app.leg.wa.gov/billsummary?BillNumber=1592&Year=2021&Initiative=false","HB 1592","Rules C","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning military spouse employment.","Leavitt, Vick, Ryu, Corry, Caldier, MacEwen, Graham, Boehnke, Paul, Hoff, Orwall, Barkis, Eslick, Wicks, Bronoske, Callan, Dufault, Gilday, Peterson, Ramos, Rule, Simmons, Slatter, Bergquist, Griffey, Dolan, Donaghy, Riccelli, Ormsby, Chambers, Young","No Requester"
"EMPLOYMENT AND EMPLOYEES","Personnel file, complete copy of, employer to furnish to employee within 14 days","https://app.leg.wa.gov/billsummary?BillNumber=5130&Year=2021&Initiative=false","Substitute - SSB 5130","Rules X","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning employee's rights concerning personnel files and disciplinary actions.","Kuderer, Keiser, Das, Hunt, Robinson, Saldaña, Stanford, Wilson, C.","No Requester"
"EMPLOYMENT AND EMPLOYEES","Retaliation by employer, nondisclosure/nondisparagement agreements, void and unenforceable","https://app.leg.wa.gov/billsummary?BillNumber=1795&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1795","133 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Prohibiting nondisclosure and nondisparagement provisions from employers regarding illegal acts of discrimination, harassment, retaliation, wage and hour violations, and sexual assault.","Berry, Walen, Sells, Fitzgibbon, Bateman, Davis, Macri, Tharinger, Valdez, Pollet, Ormsby, Hackney, Frame","No Requester"
"EMPLOYMENT AND EMPLOYEES","Space force, reserve members of, military leave of absence for","https://app.leg.wa.gov/billsummary?BillNumber=1625&Year=2021&Initiative=false","HB 1625","Rules 3C","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Specifying that space force reserve members who are officers or employees of the state of Washington or of any county, city, or other political subdivision have access to a period of paid military leave of absence from employment.","Bronoske, Leavitt, Boehnke, Sells, Graham, Santos, Slatter, Griffey, Young","No Requester"
"EMPLOYMENT AND EMPLOYEES","Temporary workers, protection of, staffing agency and worksite employer requirements for","https://app.leg.wa.gov/billsummary?BillNumber=5218&Year=2021&Initiative=false","SB 5218","Labor, Comm &","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Protecting temporary workers.","Keiser, Stanford, Das, Hasegawa, Kuderer, Nguyen, Wilson, C.","Department of Labor & Industries"
"EMPLOYMENT AND EMPLOYEES","Temporary workers, with nonimmigrant visa, long-term services/supports trust program exemption","https://app.leg.wa.gov/billsummary?BillNumber=1733&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1733","2 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Establishing voluntary exemptions to the long-term services and supports trust program for certain populations.","Paul, Macri, Johnson, J., Leavitt, Bronoske, Chapman, Senn, Berry, Cody, Dolan, Fey, Peterson, Ryu, Santos, Shewmake, Wylie, Simmons, Callan, Chopp, Slatter, Ramos, Bergquist, Tharinger, Valdez, Thai, Pollet, Morgan, Taylor, Stonier, Ortiz-Self, Gregerson, Riccelli, Davis, Ormsby, Duerr, Orwall, Bateman, Kloba, Frame","No Requester"
"EMPLOYMENT AND EMPLOYEES","Vaccination, COVID-19 vaccine, employees terminated or who left work due to mandate, unemployment compensation","https://app.leg.wa.gov/billsummary?BillNumber=5864&Year=2021&Initiative=false","SB 5864","Labor, Comm &","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning unemployment eligibility for certain unvaccinated employees.","Wilson, L., Dozier, Fortunato, Holy, Padden, Short, Wagoner, Wilson, J.","No Requester"
"EMPLOYMENT AND EMPLOYEES","Vaccination, COVID-19 vaccine, employees terminated or who resigned due to declining, restoring to employment","https://app.leg.wa.gov/billsummary?BillNumber=5680&Year=2021&Initiative=false","SB 5680","Labor, Comm &","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Restoring the jobs and volunteer positions of individuals who were terminated from employment despite exercising their personal medical and religious rights.","McCune, Fortunato, Padden, Short, Wagoner, Wilson, J., Wilson, L.","No Requester"
"EMPLOYMENT AND EMPLOYEES","Vaccination, law/rule/order requiring receipt as employment condition, prohibitions and exemption","https://app.leg.wa.gov/billsummary?BillNumber=1065&Year=2021&Initiative=false","HB 1065","HC/Wellness","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning epidemic or pandemic vaccines.","Eslick, Young","No Requester"
"EMPLOYMENT AND EMPLOYEES","Vaccination, rule/ordinance/order/policy requiring receipt for COVID of, prohibiting","https://app.leg.wa.gov/billsummary?BillNumber=5144&Year=2021&Initiative=false","SB 5144","Health & Long","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Protecting the right of every Washington resident to decline an immunization or vaccination for COVID-19.","Ericksen, Fortunato, Short, Wagoner, Wilson, J.","No Requester"
"EMPLOYMENT AND EMPLOYEES","Vehicles of employees, employer searches of, prohibitions","https://app.leg.wa.gov/billsummary?BillNumber=1257&Year=2021&Initiative=false","HB 1257","Approps","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Prohibiting unjustified employer searches of employee personal vehicles.","Orcutt, Lovick, Walsh","No Requester"
"EMPLOYMENT AND EMPLOYEES","Warehouse distribution centers, employees subject to quotas, rights/health/safety of, and employer requirements","https://app.leg.wa.gov/billsummary?BillNumber=5891&Year=2021&Initiative=false","Substitute - SSB 5891","Rules X","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning warehouse distribution centers.","Conway, Keiser, Hasegawa, Hunt, Nobles, Saldaña","No Requester"
"EMPLOYMENT AND EMPLOYEES","Whistleblower qui tam actions on behalf of state agency","https://app.leg.wa.gov/billsummary?BillNumber=1076&Year=2021&Initiative=false","2nd Substitute - 2SHB 1076","Rules 3C","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Allowing whistleblowers to bring actions on behalf of the state for violations of workplace protections.","Hansen, Fitzgibbon, Berry, Dolan, Johnson, J., Ramos, Simmons, Ramel, Ortiz-Self, Gregerson, Ryu, Bronoske, Valdez, Callan, Kloba, Hackney, Chopp, Ormsby, Stonier, Frame, Santos, Macri, Pollet, Harris-Talley","No Requester"
"EMPLOYMENT AND EMPLOYEES","Wineries, production facilities of, allowing employees 18 to 20 years of age to work in","https://app.leg.wa.gov/billsummary?BillNumber=5477&Year=2021&Initiative=false","SB 5477","Labor, Comm &","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning winery workforce development.","King, Saldaña","No Requester"
"EMPLOYMENT AND EMPLOYEES","Workers, working in WA but residing outside WA, long-term services/supports trust program exemption","https://app.leg.wa.gov/billsummary?BillNumber=1733&Year=2021&Initiative=false","Engrossed Substitute - ESHB 1733","2 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Establishing voluntary exemptions to the long-term services and supports trust program for certain populations.","Paul, Macri, Johnson, J., Leavitt, Bronoske, Chapman, Senn, Berry, Cody, Dolan, Fey, Peterson, Ryu, Santos, Shewmake, Wylie, Simmons, Callan, Chopp, Slatter, Ramos, Bergquist, Tharinger, Valdez, Thai, Pollet, Morgan, Taylor, Stonier, Ortiz-Self, Gregerson, Riccelli, Davis, Ormsby, Duerr, Orwall, Bateman, Kloba, Frame","No Requester"
"EMPLOYMENT AND EMPLOYEES","Workforce housing, affordable, infrastructure/facilities, public facilities sales/use tax revenue use for","https://app.leg.wa.gov/billsummary?BillNumber=5868&Year=2021&Initiative=false","SB 5868","175 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Expanding the use of the rural counties public facilities sales and use tax to include affordable workforce housing.","Hawkins, Kuderer, Braun, Fortunato, Lovelett, Nguyen, Nobles, Salomon, Trudeau, Warnick","No Requester"
"EMPLOYMENT AND EMPLOYEES","Working families fiscal impact statements, in fiscal notes, creating","https://app.leg.wa.gov/billsummary?BillNumber=2006&Year=2021&Initiative=false","HB 2006","Approps","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Incorporating working families fiscal impacts in fiscal notes.","McEntire, Jacobsen, Chase, Stokesbary, Sutherland, Walsh","No Requester"
"EMPLOYMENT AND EMPLOYEES","Working families' tax exemption, providing sales/use tax exemption, annual remittance reductions rate adjustment","https://app.leg.wa.gov/billsummary?BillNumber=1888&Year=2021&Initiative=false","HB 1888","33 L 22","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Allowing the department of revenue to adjust the rates of remittance reductions in the working families' tax credit in order to align with federal maximum qualifying income levels.","Thai, Berry, Ortiz-Self, Ryu, Peterson, Shewmake, Goodman, Ormsby, Johnson, J., Bronoske, Tharinger, Senn, Ramel, Taylor, Stokesbary, Frame, Riccelli, Lekanoff, Fey, Davis, Bateman, Macri, Harris-Talley, Young","No Requester"
"EMPLOYMENT AND EMPLOYEES","Working families' tax exemption, providing sales/use tax exemption, clarifications/technical corrections","https://app.leg.wa.gov/billsummary?BillNumber=5963&Year=2021&Initiative=false","SB 5963","Ways & Means","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the working families' tax exemption, also known as the working families tax credit.","Nguyen, Robinson, Stanford, Wilson, C.","Department of Revenue"
"EMPLOYMENT AND EMPLOYEES","Working families' tax exemption, providing sales/use tax exemption, expanding eligibility/increasing remittance","https://app.leg.wa.gov/billsummary?BillNumber=2015&Year=2021&Initiative=false","HB 2015","Finance","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing sales tax relief by expanding the working families' tax credit.","Stokesbary, Corry, Chapman, Graham, Walsh","No Requester"
"EMPLOYMENT AND EMPLOYEES","Working families' tax exemption, providing sales/use tax exemption, updating and simplifying","https://app.leg.wa.gov/billsummary?BillNumber=5424&Year=2021&Initiative=false","SB 5424","Human Svcs, Re","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Providing financial relief for working families.","Wilson, L., Braun, Brown, Fortunato, Holy, Keiser, Rivers","No Requester"
"EMPLOYMENT AND EMPLOYEES","Working families' tax exemption, replacing ""exemption"" with ""credit"" and ""remittance"" with ""refund""","https://app.leg.wa.gov/billsummary?BillNumber=5963&Year=2021&Initiative=false","SB 5963","Ways & Means","['0', '0', '0', '0']","['0', '0', '0', '0']","['0', '0', '0', '0']","Concerning the working families' tax exemption, also known as the working families tax credit.","Nguyen, Robinson, Stanford, Wilson, C.","Department of Revenue"
"EMPLOYMENT AND EMPLOYEES","Workplace resources, domestic violence and, task force on, convening","https://app.leg.wa.gov/billsummary?BillNumber=1315&Year=2021&Initiative=false","HB 1315","43 L 21","['1', '1', '1', '1']","['1', '1', '1', '1']","['1', '1', '1', '1']","Creating a task force to identify the role of the workplace in helping curb domestic violence.","Mosbrucker, Orwall, Ryu, Simmons, Leavitt, Sells, Wylie, Ortiz-Self, Davis, Valdez, Johnson, J., Ormsby, Rule, Lekanoff, Duerr, Goodman","No Requester"
